timestamp,proxy_name,experiment_id,session_id,direction,event_index,byte_length,inter_event_gap_ms
1785306085.375160,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,forward,87,128,22.685
1785306085.377002,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,reverse,87,128,23.059
1785306085.398094,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,forward,88,256,22.944
1785306085.399413,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,reverse,88,256,22.428
1785306085.420550,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,forward,89,512,22.418
1785306085.422006,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,reverse,89,512,22.583
1785306085.443518,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,forward,90,1024,22.980
1785306085.445366,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,reverse,90,1024,23.330
1785306085.466956,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,forward,91,64,23.445
1785306085.468537,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,reverse,91,64,23.208
1785306085.489791,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,forward,92,128,22.852
1785306085.491065,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,reverse,92,128,22.527
1785306085.512284,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,forward,93,256,22.494
1785306085.513652,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,reverse,93,256,22.587
1785306085.534810,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,forward,94,512,22.515
1785306085.536166,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,reverse,94,512,22.518
1785306085.557518,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,forward,95,1024,22.703
1785306085.559202,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,reverse,95,1024,23.019
1785306085.580444,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,forward,96,64,22.943
1785306085.582020,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,reverse,96,64,22.826
1785306085.603287,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,forward,97,128,22.848
1785306085.604537,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,reverse,97,128,22.529
1785306085.625663,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,forward,98,256,22.372
1785306085.627239,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,reverse,98,256,22.687
1785306085.648734,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,forward,99,512,23.047
1785306085.650388,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,reverse,99,512,23.154
1785306085.671817,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,forward,100,1024,23.092
1785306085.673497,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,reverse,100,1024,23.107
1785306085.694732,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,forward,101,64,22.923
1785306085.696585,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,reverse,101,64,22.962
1785306085.718016,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,forward,102,128,23.254
1785306085.719546,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,reverse,102,128,23.077
1785306085.741074,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,forward,103,256,23.079
1785306085.742837,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,reverse,103,256,23.303
1785306085.765376,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,forward,104,512,24.258
1785306085.767196,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,reverse,104,512,24.356
